EmployeeID,HireDate,ExitDate,EmploymentStatus,EmploymentType,Age,Gender,MaritalStatus,StateOfOrigin,Education,EducationField,Department,JobLevel,YearsAtCompany,YearsInRole,TotalWorkingYears,YearsSinceLastPromotion,NumberOfPromotions,MonthlyIncome,SalaryBand,LastSalaryIncreasePct,BonusReceived,PerformanceRating,TrainingTimesLastYear,TargetsMetPct,JobSatisfaction,WorkLifeBalance,ManagerRelationship,EnvironmentSatisfaction,EngagementScore,DistanceFromHome,OvertimeFrequency,BusinessTravel,RemoteWorkOption,Attrition,Reason_for_Leaving
EMP-00448,11/25/2015,,Active,Permanent,57,Female,Single,Kwara,3,Information Technology,SME Banking Department,5,9.1,7.7,21.2,5.0,6,5953820,Executive,12.9,Yes,4,4,92.7,1,4,3,3,70,378,Always,Occasional,No,No,
EMP-00449,11/25/2015,,Active,Permanent,32,Male,Divorced,Rivers,3,Mathematics,Trade Services Department,2,9.1,0.9,9.1,5.5,0,781010,Junior,11.0,Yes,2,1,65.5,3,4,3,4,83,278,Often,No Travel,No,No,
EMP-00450,11/26/2015,,Active,Permanent,28,Male,Married,Anambra,4,Computer Science,Branch Operations Department,3,9.1,4.9,9.1,1.9,2,1285910,Mid,3.1,Yes,3,2,82.3,3,4,3,1,72,718,Rarely,No Travel,No,No,
EMP-00451,11/27/2015,,Active,Permanent,47,Female,Single,Anambra,3,Banking & Finance,Human Resources & Talent Management,4,9.1,4.6,22.8,2.7,3,2977859,Senior,3.1,Yes,4,3,88.7,3,4,2,3,80,380,Sometimes,Occasional,No,No,
EMP-00452,11/27/2015,,Active,Permanent,37,Male,Single,Plateau,3,Engineering,Branch Operations Department,3,9.1,5.1,13.3,0.9,1,983843,Mid,3.2,Yes,4,3,89.0,3,4,4,1,73,503,Sometimes,No Travel,No,No,
EMP-00453,11/27/2015,,Active,Permanent,39,Male,Married,Lagos,3,Mathematics,Branch Operations Department,3,9.1,6.1,12.2,2.9,2,840878,Mid,7.9,No,4,4,92.7,3,3,3,3,80,26,Sometimes,Occasional,No,No,
EMP-00454,11/29/2015,,Active,Permanent,32,Male,Single,Lagos,3,Finance,Cash Management & Vault Operations,2,9.1,0.5,9.1,4.4,1,695552,Junior,9.6,No,4,5,94.2,1,3,3,4,71,41,Rarely,Occasional,No,No,
EMP-00455,11/29/2015,,Active,Permanent,44,Female,Married,Lagos,3,Others,Credit Administration Department,3,9.1,4.0,19.1,4.6,1,940931,Mid,12.5,No,3,1,71.6,4,3,2,1,58,42,Sometimes,Frequent,No,No,
EMP-00456,11/30/2015,,Active,Permanent,35,Female,Married,Anambra,4,Economics,Retail Banking Department,4,9.1,6.0,10.3,5.8,4,2092251,Senior,14.5,Yes,3,2,88.7,3,3,3,3,80,607,Always,Occasional,No,No,
EMP-00457,12/1/2015,,Active,Permanent,37,Male,Married,Ogun,3,Finance,Core Banking Applications Support,3,9.1,2.4,12.8,3.1,2,1069537,Mid,14.4,No,2,4,63.8,3,4,3,3,79,106,Sometimes,Frequent,No,No,
EMP-00458,12/1/2015,,Active,Permanent,44,Male,Married,Kogi,4,Law,Central Operations Department,5,9.1,0.6,13.3,3.0,3,7162369,Executive,19.7,Yes,3,4,82.9,4,4,4,3,97,220,Rarely,Frequent,No,No,
EMP-00459,12/2/2015,,Active,Permanent,57,Male,Single,Delta,5,Finance,Digital Banking Department,5,9.1,6.7,20.8,1.0,3,7198538,Executive,14.9,No,4,2,98.1,1,4,2,4,64,725,Sometimes,No Travel,Yes,No,
EMP-00460,12/2/2015,,Active,Permanent,31,Male,Single,Lagos,4,Banking & Finance,Public Sector Department,2,9.1,4.9,9.1,3.0,0,581526,Junior,3.3,Yes,4,2,98.2,4,3,3,4,90,17,Sometimes,Occasional,No,No,
EMP-00461,12/2/2015,10/6/2016,Resigned,Permanent,36,Male,Single,Kebbi,3,Business Administration,Branch Operations Department,2,9.1,7.4,9.8,4.3,1,755560,Junior,5.2,No,1,2,38.4,2,1,4,3,65,701,Rarely,Occasional,No,Yes,CAREER PROGRESSION
EMP-00462,12/3/2015,,Active,Permanent,33,Female,Single,Abuja (FCT),4,Accounting,Branch Operations Department,2,9.1,3.6,9.9,4.0,1,595698,Junior,9.0,No,3,2,88.3,3,3,1,3,58,433,Rarely,No Travel,No,No,
EMP-00463,12/4/2015,,Active,Permanent,35,Female,Married,Lagos,5,Mathematics,SME Banking Department,3,9.1,7.1,10.5,1.2,3,1423693,Mid,11.0,Yes,3,3,73.1,3,2,3,3,67,26,Sometimes,Occasional,No,No,
EMP-00464,12/4/2015,,Active,Permanent,36,Male,Married,Plateau,3,Engineering,Retail Banking Department,4,9.1,0.3,10.6,0.3,2,3488052,Senior,9.0,No,3,2,71.8,3,4,2,3,71,740,Sometimes,No Travel,No,No,
EMP-00465,12/5/2015,,Active,Permanent,25,Female,Single,Akwa Ibom,3,Banking & Finance,Customer Service / Customer Experience Department,2,9.1,6.6,9.1,0.5,1,632841,Junior,7.9,No,4,2,93.7,4,3,3,3,84,703,Sometimes,No Travel,No,No,
EMP-00466,12/5/2015,,Active,Permanent,43,Female,Divorced,Lagos,3,Information Technology,Data Analytics & Business Intelligence,3,9.1,3.5,11.7,1.6,2,1387699,Mid,12.3,No,3,3,86.1,3,3,3,4,82,20,Sometimes,Occasional,Yes,No,
EMP-00467,12/5/2015,,Active,Permanent,27,Female,Married,Kano,3,Business Administration,Data Analytics & Business Intelligence,2,9.1,6.6,9.1,3.5,1,799136,Junior,11.7,No,2,2,56.2,4,4,2,3,79,261,Never,Occasional,No,No,
EMP-00468,12/9/2015,,Active,Permanent,39,Male,Married,Rivers,3,Accounting,Corporate Banking Department,3,9.1,7.7,10.6,3.4,1,1086981,Mid,13.0,No,3,1,80.0,4,4,3,3,87,584,Sometimes,No Travel,Yes,No,
EMP-00469,12/10/2015,,Active,Permanent,32,Male,Married,Abia,3,Accounting,Legal Department,2,9.1,3.2,9.1,1.9,1,692122,Junior,11.0,Yes,1,0,33.8,1,3,2,3,60,166,Often,No Travel,No,No,
EMP-00470,12/10/2015,11/1/2016,Resigned,Permanent,46,Male,Married,Cross River,4,Economics,Digital Banking Department,5,9.1,0.5,11.9,4.5,4,6260878,Executive,6.1,Yes,3,3,79.7,2,2,3,3,61,512,Rarely,Frequent,No,Yes,CAREER PROGRESSION
EMP-00471,12/11/2015,6/13/2019,Resigned,Permanent,44,Male,Married,Kogi,3,Economics,Agricultural Finance Department,3,9.1,3.5,15.3,0.3,1,1445148,Mid,10.3,No,3,0,76.3,2,3,4,4,84,727,Rarely,Occasional,No,Yes,BETTER OPPORTUNITY
EMP-00472,12/12/2015,,Active,Permanent,40,Male,Married,Ekiti,3,Computer Science,Internal Audit Department,4,9.1,4.0,16.9,0.5,3,3350827,Senior,4.3,No,4,3,98.8,2,3,4,2,73,645,Always,No Travel,Yes,No,
EMP-00473,12/12/2015,5/21/2016,Resigned,Permanent,31,Female,Married,Abuja (FCT),4,Business Administration,Cash Management & Vault Operations,3,9.1,4.3,9.1,6.0,2,894328,Mid,8.3,No,2,3,67.9,3,1,3,3,65,434,Sometimes,No Travel,Yes,Yes,BETTER OPPORTUNITY
EMP-00474,12/13/2015,,Active,Permanent,26,Female,Single,Lagos,3,Accounting,Retail Banking Department,2,9.1,3.9,9.1,1.6,1,521134,Junior,8.0,Yes,3,5,71.5,1,2,3,4,59,6,Never,No Travel,No,No,
EMP-00475,12/14/2015,,Active,Permanent,44,Male,Married,Delta,3,Information Technology,Branch Operations Department,3,9.0,7.2,10.1,0.2,1,1076463,Mid,3.4,No,4,1,93.1,4,3,3,2,70,447,Rarely,No Travel,No,No,
EMP-00476,12/14/2015,7/31/2024,Resigned,Permanent,25,Male,Single,Abuja (FCT),4,Finance,Retail Banking Department,2,9.0,1.6,9.0,5.4,0,759073,Junior,13.2,Yes,3,1,82.8,2,3,4,3,73,558,Often,Occasional,No,Yes,HEALTH REASONS
EMP-00477,12/14/2015,,Active,Permanent,54,Female,Single,Lagos,4,Banking & Finance,Branch Operations Department,5,9.0,2.9,28.4,2.4,3,5702149,Executive,19.5,Yes,3,4,72.1,3,3,3,3,80,5,Sometimes,Frequent,No,No,
EMP-00478,12/14/2015,,Active,Permanent,35,Female,Married,Sokoto,4,Economics,Digital Banking Department,3,9.0,6.0,11.9,5.1,1,910949,Mid,3.8,No,3,2,76.8,2,3,1,4,62,176,Sometimes,No Travel,Yes,No,
EMP-00479,12/14/2015,,Active,Permanent,44,Male,Single,Lagos,4,Finance,Legal Department,5,9.0,4.6,16.5,2.7,4,5437627,Executive,7.2,Yes,2,1,66.5,2,4,4,3,79,38,Sometimes,Frequent,No,No,
EMP-00480,12/15/2015,2/10/2019,Resigned,Permanent,51,Female,Single,Nasarawa,4,Banking & Finance,Commercial Banking Department,5,9.0,0.4,16.0,3.2,6,5386338,Executive,18.2,Yes,3,2,79.6,3,1,1,3,51,390,Rarely,Occasional,No,Yes,CAREER PROGRESSION
EMP-00481,12/15/2015,10/6/2020,Resigned,Permanent,39,Female,Married,Delta,4,Computer Science,Central Operations Department,3,9.0,2.6,11.4,1.0,2,1014051,Mid,14.7,No,4,2,97.6,3,3,3,2,68,498,Never,No Travel,No,Yes,CAREER BREAK
EMP-00482,12/16/2015,,Active,Permanent,29,Male,Married,Imo,4,Engineering,Corporate Banking Department,2,9.0,4.8,9.0,3.1,0,686404,Junior,4.6,No,3,3,82.5,2,1,3,3,56,642,Rarely,No Travel,No,No,
EMP-00483,12/17/2015,,Active,Permanent,46,Male,Married,Abuja (FCT),4,Banking & Finance,Branch Operations Department,4,9.0,7.0,9.3,0.5,3,2090855,Senior,5.1,Yes,4,2,89.7,4,4,4,4,98,535,Sometimes,Occasional,No,No,
EMP-00484,12/17/2015,6/2/2023,Resigned,Permanent,30,Male,Married,Bauchi,3,Computer Science,International Remittances Department,3,9.0,2.9,9.0,3.9,1,992268,Mid,3.5,Yes,4,0,89.5,1,2,1,3,48,485,Sometimes,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00485,12/17/2015,10/12/2017,Resigned,Permanent,32,Male,Single,Kwara,4,Banking & Finance,Information & Cyber Security Department,2,9.0,3.4,9.0,5.6,0,785445,Junior,7.2,Yes,3,3,76.8,3,2,3,4,80,687,Sometimes,No Travel,Yes,Yes,CAREER PROGRESSION
EMP-00486,12/18/2015,,Active,Permanent,30,Male,Married,Lagos,3,Economics,Human Resources & Talent Management,3,9.0,7.7,9.0,0.7,1,1031979,Mid,14.3,No,2,2,54.1,2,3,4,2,70,39,Never,Frequent,No,No,
EMP-00487,12/18/2015,,Active,Permanent,42,Male,Married,Ekiti,4,Others,Retail Banking Department,3,9.0,3.3,15.2,2.6,3,1367848,Mid,5.6,Yes,3,4,75.0,1,3,4,3,65,440,Often,No Travel,No,No,
EMP-00488,12/20/2015,,Active,Permanent,36,Male,Single,Delta,2,Engineering,Retail Banking Department,2,9.0,0.8,11.7,1.4,0,631151,Junior,12.8,Yes,2,3,69.0,3,3,2,1,60,327,Sometimes,No Travel,No,No,
EMP-00489,12/20/2015,,Active,Permanent,44,Female,Married,Lagos,4,Banking & Finance,Branch Operations Department,3,9.0,6.8,10.5,5.4,1,1178668,Mid,14.8,No,3,3,80.5,3,3,3,3,79,42,Often,Occasional,No,No,
EMP-00490,12/20/2015,,Active,Permanent,42,Male,Divorced,Ondo,5,Banking & Finance,Retail Banking Department,4,9.0,6.6,16.9,2.5,3,2466212,Senior,10.3,Yes,3,1,88.7,3,2,3,3,73,321,Rarely,Occasional,No,No,
EMP-00491,12/21/2015,,Active,Permanent,53,Female,Married,Imo,4,Economics,Institutional Banking Department,5,9.0,2.8,17.8,4.8,4,7560828,Executive,10.5,Yes,4,2,94.4,4,3,3,3,83,161,Always,Frequent,No,No,
EMP-00492,12/22/2015,,Active,Permanent,37,Male,Single,Lagos,4,Business Administration,Branch Operations Department,3,9.0,2.6,10.2,4.0,1,859321,Mid,4.6,Yes,2,2,67.3,2,3,3,3,73,50,Rarely,Frequent,No,No,
EMP-00493,12/22/2015,,Active,Permanent,41,Female,Married,Rivers,3,Accounting,Finance & Corporate Strategy Department,3,9.0,3.6,16.0,5.3,1,1084487,Mid,8.4,Yes,4,2,92.4,4,3,3,1,70,364,Sometimes,No Travel,No,No,
EMP-00494,12/23/2015,,Active,Permanent,39,Male,Married,Abuja (FCT),3,Statistics,SME Banking Department,3,9.0,6.6,13.0,0.7,2,1176394,Mid,14.4,No,4,2,90.6,4,3,4,3,92,401,Never,Occasional,No,No,
EMP-00495,12/23/2015,5/15/2021,Resigned,Contract,28,Female,Married,Abuja (FCT),2,Banking & Finance,SME Banking Department,1,9.0,5.0,9.0,4.4,0,207255,Contract,2.6,No,3,1,73.3,4,3,3,3,82,467,Sometimes,Occasional,Yes,Yes,CAREER PROGRESSION
EMP-00496,12/24/2015,,Active,Permanent,26,Male,Married,Rivers,3,Computer Science,Alternative Channels Department,2,9.0,0.7,9.0,5.8,0,777106,Junior,5.0,No,3,2,86.2,2,3,3,1,57,657,Rarely,No Travel,Yes,No,
EMP-00497,12/26/2015,,Active,Permanent,31,Male,Married,Oyo,4,Business Administration,Internal Control & Anti-Fraud Unit,2,9.0,4.4,9.0,2.5,1,615957,Junior,4.6,No,2,4,62.4,2,3,4,3,80,108,Rarely,Occasional,No,No,
EMP-00498,12/26/2015,,Active,Permanent,37,Male,Married,Bauchi,4,Engineering,SME Banking Department,2,9.0,3.7,13.5,5.0,0,604222,Junior,4.3,Yes,1,0,35.9,3,4,3,1,73,682,Often,No Travel,No,No,
EMP-00499,12/27/2015,,Active,Permanent,50,Female,Married,Enugu,3,Computer Science,Facilities & Administrative Services,5,9.0,5.8,21.9,2.0,4,6388899,Executive,13.0,No,3,3,77.0,3,2,3,2,60,238,Sometimes,Occasional,No,No,
EMP-00500,12/27/2015,,Active,Contract,31,Male,Married,Lagos,3,Information Technology,Cash Management & Vault Operations,1,9.0,4.7,9.0,4.8,0,176173,Contract,1.8,No,4,2,93.7,4,2,4,2,75,1,Often,No Travel,No,No,
EMP-00501,1/1/2016,,Active,Contract,31,Female,Married,Anambra,1,Accounting,Retail Banking Department,1,9.0,4.1,9.0,2.7,0,153389,Contract,2.6,No,2,1,65.6,4,4,3,2,77,712,Never,No Travel,No,No,
EMP-00502,1/2/2016,,Active,Permanent,25,Female,Single,Lagos,3,Engineering,Corporate Communications & Marketing,2,9.0,3.6,9.0,4.8,1,779570,Junior,12.2,Yes,3,1,77.0,2,3,2,3,64,6,Often,No Travel,No,No,
EMP-00503,1/3/2016,,Active,Permanent,36,Male,Married,Lagos,2,Accounting,Branch Operations Department,2,9.0,2.0,10.7,4.3,1,612666,Junior,3.9,No,4,2,93.4,4,3,3,3,84,58,Often,No Travel,No,No,
EMP-00504,1/4/2016,,Active,Permanent,36,Male,Married,Ondo,3,Business Administration,Card Services Department,2,9.0,3.9,11.8,3.0,0,695392,Junior,5.2,No,2,2,51.2,2,3,4,1,67,457,Never,No Travel,No,No,
EMP-00505,1/5/2016,,Active,Permanent,37,Male,Married,Kano,3,Mathematics,SME Banking Department,3,9.0,7.4,10.3,1.0,3,986502,Mid,5.2,No,4,2,92.1,4,2,4,2,74,774,Often,Occasional,No,No,
EMP-00506,1/5/2016,,Active,Permanent,34,Male,Single,Rivers,3,Accounting,Retail Banking Department,3,9.0,1.6,9.4,3.3,1,1328832,Mid,11.5,No,3,2,89.6,2,3,4,3,76,308,Sometimes,No Travel,No,No,
EMP-00507,1/5/2016,10/12/2017,Resigned,Permanent,42,Male,Married,Ogun,4,Finance,Credit Administration Department,3,9.0,3.4,9.7,5.8,3,1237090,Mid,6.4,No,3,3,85.9,2,4,4,3,82,111,Sometimes,No Travel,No,Yes,CAREER BREAK
EMP-00508,1/5/2016,,Active,Permanent,42,Female,Married,Niger,3,Law,Legal Department,3,9.0,1.7,18.1,3.5,2,1479424,Mid,13.2,No,1,2,43.0,2,4,3,1,62,512,Sometimes,Occasional,No,No,
EMP-00509,1/6/2016,,Active,Permanent,49,Male,Married,Rivers,4,Business Administration,Commercial Banking Department,4,9.0,4.7,20.2,2.6,2,1566535,Senior,6.7,Yes,3,2,84.0,1,3,3,3,63,308,Always,Occasional,No,No,
EMP-00510,1/6/2016,,Active,Contract,23,Male,Single,Imo,1,Computer Science,Commercial Banking Department,1,9.0,6.4,9.0,1.2,0,250169,Contract,1.6,No,3,1,86.2,4,3,4,3,90,261,Sometimes,No Travel,No,No,
EMP-00511,1/8/2016,,Active,Permanent,31,Female,Single,Lagos,3,Economics,Commercial Banking Department,3,9.0,5.3,9.0,2.6,1,1010694,Mid,6.5,Yes,4,2,99.0,3,3,3,3,75,40,Rarely,Occasional,No,No,
EMP-00512,1/8/2016,1/15/2023,Resigned,Permanent,30,Female,Single,Oyo,3,Law,Facilities & Administrative Services,3,9.0,1.5,9.0,5.4,2,836080,Mid,4.3,Yes,4,3,96.2,4,4,4,3,93,102,Sometimes,No Travel,Yes,Yes,CAREER PROGRESSION
EMP-00513,1/9/2016,,Active,Contract,25,Male,Married,Lagos,3,Engineering,Alternative Channels Department,1,9.0,3.3,9.0,5.6,0,237350,Contract,4.7,No,2,1,67.3,2,3,2,4,73,11,Often,No Travel,Yes,No,
EMP-00514,1/9/2016,7/18/2023,Resigned,Permanent,41,Male,Single,Abuja (FCT),4,Banking & Finance,Information & Cyber Security Department,4,9.0,0.8,15.7,4.3,3,2042618,Senior,13.0,No,4,3,93.4,1,4,2,3,61,555,Sometimes,Occasional,Yes,Yes,BETTER OPPORTUNITY
EMP-00515,1/9/2016,,Active,Permanent,34,Female,Married,Anambra,2,Banking & Finance,Corporate Banking Department,2,9.0,5.5,9.5,2.7,0,748765,Junior,9.8,Yes,4,3,88.1,3,4,2,3,77,203,Sometimes,No Travel,No,No,
EMP-00516,1/9/2016,,Active,Permanent,26,Female,Single,Lagos,4,Computer Science,SME Banking Department,2,9.0,7.5,9.0,2.6,0,754551,Junior,8.4,Yes,4,3,98.5,4,4,3,1,71,6,Always,No Travel,No,No,
EMP-00517,1/10/2016,,Active,Permanent,29,Female,Single,Abuja (FCT),4,Finance,Institutional Banking Department,2,9.0,5.4,9.0,1.9,1,617159,Junior,4.0,No,2,2,53.8,2,4,4,2,79,445,Rarely,Occasional,No,No,
EMP-00518,1/10/2016,,Active,Permanent,41,Female,Married,Rivers,3,Accounting,Internal Control & Anti-Fraud Unit,3,9.0,4.0,10.0,2.2,2,1335518,Mid,11.4,Yes,4,2,89.7,3,3,3,3,73,237,Rarely,Occasional,No,No,
EMP-00519,1/11/2016,,Active,Permanent,40,Male,Married,Lagos,4,Accounting,Asset Management Department,3,9.0,6.2,9.2,4.2,1,1444034,Mid,13.3,Yes,3,2,75.1,4,2,3,3,71,42,Never,Occasional,No,No,
EMP-00520,1/11/2016,,Active,Permanent,44,Female,Divorced,Rivers,4,Economics,Branch Operations Department,5,9.0,3.0,18.8,1.6,4,6733095,Executive,6.5,Yes,3,1,88.6,3,3,4,2,78,574,Rarely,Occasional,Yes,No,
EMP-00521,1/11/2016,,Active,Permanent,35,Female,Married,Lagos,3,Accounting,Corporate Banking Department,4,9.0,3.8,9.1,2.3,4,2504675,Senior,8.0,Yes,3,2,84.8,2,3,3,3,66,48,Rarely,Occasional,No,No,
EMP-00522,1/12/2016,8/30/2016,Resigned,Permanent,47,Male,Single,Bayelsa,5,Others,Corporate Banking Department,5,9.0,2.1,12.9,2.4,4,5791625,Executive,17.8,Yes,2,2,55.0,1,1,3,4,60,190,Sometimes,Occasional,Yes,Yes,BETTER OPPORTUNITY
EMP-00523,1/14/2016,,Active,Permanent,49,Female,Married,Lagos,3,Economics,Risk Management Department,4,9.0,3.3,13.7,0.3,4,1722322,Senior,13.7,Yes,4,2,93.6,3,2,3,3,67,4,Often,Frequent,Yes,No,
EMP-00524,1/14/2016,,Active,Permanent,31,Male,Married,Abuja (FCT),4,Engineering,Information & Cyber Security Department,3,9.0,2.2,9.0,4.0,2,1112732,Mid,6.4,Yes,2,4,64.1,4,3,3,2,72,438,Often,Occasional,Yes,No,
EMP-00525,1/15/2016,,Active,Permanent,41,Female,Single,Abia,3,Finance,SME Banking Department,3,9.0,0.6,11.2,1.9,2,1078252,Mid,8.0,No,3,5,74.2,2,1,4,4,70,376,Rarely,Occasional,No,No,
EMP-00526,1/17/2016,,Active,Permanent,46,Female,Married,Kaduna,4,Business Administration,Alternative Channels Department,4,9.0,0.4,14.8,2.7,3,2503750,Senior,7.9,Yes,3,3,87.1,2,3,4,3,71,619,Sometimes,No Travel,No,No,
EMP-00527,1/17/2016,,Active,Permanent,37,Female,Married,Kwara,3,Finance,Data Analytics & Business Intelligence,3,9.0,1.9,12.3,0.7,1,1145184,Mid,9.1,No,2,1,60.7,3,3,4,2,70,611,Rarely,Occasional,Yes,No,
EMP-00528,1/17/2016,,Active,Permanent,29,Male,Married,Kano,2,Others,Regulatory Compliance Department,2,9.0,2.5,9.0,3.6,0,607001,Junior,8.9,No,4,2,99.3,2,2,2,2,45,340,Rarely,No Travel,Yes,No,
EMP-00529,1/17/2016,,Active,Permanent,31,Male,Married,Rivers,3,Economics,Data Analytics & Business Intelligence,2,9.0,2.3,9.0,5.5,0,770526,Junior,7.9,No,3,1,84.0,4,4,2,4,85,510,Sometimes,No Travel,Yes,No,
EMP-00530,1/17/2016,,Active,Permanent,37,Male,Married,Lagos,3,Statistics,Branch Operations Department,2,9.0,3.9,13.4,5.6,1,533427,Junior,9.6,Yes,2,1,60.3,4,3,3,1,72,46,Often,Occasional,No,No,
EMP-00531,1/17/2016,2/6/2022,Terminated,Permanent,35,Male,Married,Kaduna,3,Finance,Credit Administration Department,2,9.0,7.8,10.4,3.7,1,765178,Junior,12.7,Yes,4,1,89.3,1,3,3,4,64,182,Sometimes,Frequent,No,Yes,TERMINATION
EMP-00532,1/17/2016,,Active,Permanent,42,Male,Married,Kaduna,4,Banking & Finance,Foreign Exchange (FX) Operations,3,9.0,6.8,14.2,3.2,2,1297337,Mid,7.3,No,2,5,58.3,3,3,3,4,82,795,Often,Occasional,Yes,No,
EMP-00533,1/18/2016,,Active,Permanent,39,Male,Married,Oyo,4,Accounting,Clearing & Settlement Department,4,9.0,6.1,10.4,2.6,4,2650187,Senior,14.9,Yes,4,2,95.5,3,2,4,2,68,71,Sometimes,No Travel,Yes,No,
EMP-00534,1/18/2016,,Active,Permanent,30,Male,Married,Lagos,4,Information Technology,Retail Banking Department,2,9.0,4.4,9.0,1.3,0,635513,Junior,13.6,Yes,1,2,38.7,3,4,2,2,64,58,Rarely,No Travel,No,No,
EMP-00535,1/18/2016,,Active,Permanent,42,Male,Single,Lagos,5,Information Technology,Institutional Banking Department,3,9.0,7.0,13.6,0.2,3,1427901,Mid,11.1,Yes,3,1,79.3,2,3,4,4,82,59,Sometimes,Occasional,No,No,
EMP-00536,1/18/2016,,Active,Permanent,28,Male,Married,Abuja (FCT),4,Mathematics,Information Technology (IT) Department,3,9.0,2.6,9.0,4.7,2,808724,Mid,12.1,Yes,2,3,56.1,3,3,3,3,70,564,Sometimes,Occasional,Yes,No,
EMP-00537,1/18/2016,,Active,Permanent,37,Female,Married,Lagos,4,Banking & Finance,Asset Management Department,2,9.0,6.8,13.3,0.4,0,563944,Junior,4.0,No,3,4,89.6,3,4,3,4,85,50,Rarely,No Travel,No,No,
EMP-00538,1/18/2016,4/4/2016,Resigned,Permanent,27,Female,Married,Cross River,3,Accounting,Human Resources & Talent Management,2,9.0,7.3,9.0,3.2,1,778137,Junior,14.0,Yes,3,2,70.5,2,3,3,3,68,328,Sometimes,No Travel,No,Yes,PERSONAL REASONS
EMP-00539,1/19/2016,,Active,Permanent,43,Male,Married,Ekiti,3,Business Administration,Branch Operations Department,3,9.0,0.6,15.4,1.7,1,1388730,Mid,5.6,No,3,3,83.0,3,2,3,3,67,430,Rarely,No Travel,No,No,
EMP-00540,1/22/2016,,Active,Contract,27,Male,Married,Oyo,3,Finance,Commercial Banking Department,1,8.9,1.7,8.9,3.5,0,165467,Contract,1.7,No,4,1,93.8,1,3,3,1,49,72,Rarely,Occasional,No,No,
EMP-00541,1/23/2016,9/18/2021,Resigned,Permanent,50,Female,Married,Abuja (FCT),4,Information Technology,Retail Banking Department,4,8.9,2.8,20.6,4.9,3,1694499,Senior,7.0,Yes,4,3,96.4,3,3,1,4,73,407,Rarely,Occasional,No,Yes,BETTER OPPORTUNITY
EMP-00542,1/23/2016,,Active,Permanent,46,Female,Married,Rivers,4,Banking & Finance,Corporate Banking Department,4,8.9,6.0,17.6,4.6,4,2336746,Senior,9.0,Yes,4,1,94.1,3,4,2,4,76,406,Never,Occasional,No,No,
EMP-00543,1/25/2016,,Active,Permanent,48,Female,Married,Lagos,5,Information Technology,Core Banking Applications Support,5,8.9,3.8,16.9,3.2,6,5578850,Executive,17.1,Yes,3,3,81.9,4,1,3,3,69,46,Always,Frequent,Yes,No,
EMP-00544,1/25/2016,3/24/2021,Resigned,Permanent,41,Male,Married,Enugu,3,Economics,Private Banking & Wealth Management,4,8.9,1.6,9.9,1.7,4,2538967,Senior,3.9,Yes,4,1,96.7,1,1,1,1,21,573,Always,Occasional,No,Yes,BETTER OPPORTUNITY
EMP-00545,1/26/2016,6/29/2022,Resigned,Permanent,39,Female,Married,Imo,5,Banking & Finance,Treasury & Markets Department,4,8.9,1.9,12.7,3.1,3,2739602,Senior,8.6,No,4,3,96.1,2,4,2,4,72,582,Sometimes,No Travel,No,Yes,ACADEMICS
EMP-00546,1/26/2016,11/27/2024,Terminated,Contract,24,Female,Single,Cross River,3,Computer Science,Retail Banking Department,1,8.9,2.8,8.9,5.8,0,164937,Contract,2.6,Yes,3,0,70.8,3,3,4,4,86,663,Rarely,No Travel,No,Yes,TERMINATION
EMP-00547,1/26/2016,,Active,Permanent,27,Male,Married,Kano,2,Mathematics,Digital Banking Department,2,8.9,5.1,8.9,4.8,1,603733,Junior,5.8,Yes,2,2,50.2,3,2,2,2,52,312,Rarely,No Travel,Yes,No,
EMP-00548,1/27/2016,3/31/2020,Resigned,Permanent,28,Male,Single,Kaduna,3,Economics,Central Operations Department,2,8.9,1.7,8.9,2.3,0,789459,Junior,10.3,No,2,4,58.9,2,2,1,1,38,795,Rarely,No Travel,No,Yes,CAREER BREAK
EMP-00549,1/30/2016,,Active,Permanent,48,Female,Single,Abuja (FCT),5,Information Technology,Asset Management Department,5,8.9,1.1,10.0,4.9,4,6198177,Executive,6.0,No,3,2,70.5,4,4,4,4,100,420,Always,Frequent,No,No,
EMP-00550,1/31/2016,8/6/2019,Resigned,Permanent,51,Male,Married,Lagos,5,Engineering,Private Banking & Wealth Management,5,8.9,1.0,11.4,3.3,4,7915741,Executive,8.3,Yes,3,3,83.0,3,2,4,3,72,30,Sometimes,Occasional,No,Yes,CAREER BREAK
EMP-00551,2/1/2016,,Active,Permanent,35,Female,Single,Lagos,3,Finance,Core Banking Applications Support,4,8.9,1.3,10.5,0.4,2,1846300,Senior,6.6,Yes,3,4,70.5,1,4,3,4,70,14,Sometimes,No Travel,Yes,No,
EMP-00552,2/1/2016,,Active,Permanent,57,Female,Married,Kano,4,Economics,Central Operations Department,5,8.9,0.8,17.6,1.4,3,3759966,Executive,17.5,No,3,1,70.4,3,3,2,3,65,375,Sometimes,Occasional,No,No,
EMP-00553,2/1/2016,,Active,Permanent,35,Female,Married,Lagos,3,Finance,Facilities & Administrative Services,2,8.9,0.4,10.0,3.7,0,601041,Junior,8.9,No,3,5,86.1,4,4,3,4,90,51,Never,Occasional,Yes,No,
EMP-00554,2/2/2016,,Active,Permanent,39,Male,Married,Abuja (FCT),3,Statistics,Retail Banking Department,4,8.9,1.0,12.7,1.5,2,2515059,Senior,8.6,Yes,3,1,85.6,4,3,2,3,79,431,Rarely,Occasional,No,No,
